Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2022-23,2022-07-15,fe9839f9-c592-4f75-aa1d-3e9815e4e948,"PAYMENT BY AUTHORITY TO MERCEDES-BENZ FINANCIAL SERVICES AUSTRALMB Financial,CONTRACT 461644",1182.9,Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,90,The transaction relates to a repayment under a finance contract for a motor vehicle. There is no indication of R&D activity based on the provided info,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2022-23,2022-07-20,215abc3d-5130-4467-b5ec-a1f18f5e0ea8,Optus,47.2,Optus mobile phone for office,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,47.2,Yes,No,95,"The transaction relates to the purchase of a mobile phone. There is no indication of R&D activity based on the transaction description. Therefore, it ",No,No,Yes,
FY2022-23,2022-07-21,482ecde0-d3e2-4a53-9948-30c28b1f73ad,DEBIT CARD PURCHASE Audible*CH5WL2803Amzn.com bil USA,22.63,Subscription,Software,75,Section 8-1 ITAA 1997 - general deduction,22.63,Yes,No,60,The transaction description 'Audible*CH5WL2803Amzn.com bil USA - Subscription' does not provide any evidence of R&D activities as defined under Divisi,No,No,Yes,"Requires documentation to support the business purpose of the subscription. If the subscription is for self-education, note 'Must relate to current income-earning activity'"
FY2022-23,2022-09-27,66b54ae7-aee4-4849-9ee4-342b85748ac4,Metro,1059.71,Loan repayment,Loan Repayment,95,Section 8-1 ITAA 1997 - general deduction,1059.71,Yes,No,90,The transaction description 'Loan repayment' does not contain any information suggesting R&D activities as defined under Division 355 of the ITAA 1997,No,No,Yes,Requires documentation to verify the nature of the loan and its purpose to ensure deductibility under s 8-1 ITAA 1997. The expense is deductible to the extent it was incurred in gaining or producing a
FY2022-23,2022-08-30,219894fa-9501-4d01-b682-e3d9973f7909,Westpac Bank,787.98,Principle,Finance Costs,95,Non-deductible,0,No,No,90,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the transaction description. Therefore, it does",No,No,Yes,Loan documentation required to verify the nature of the loan and repayment schedule.
FY2022-23,2022-07-01,bcb14f13-2024-4920-8d3b-f8b0b04da54c,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,100,"The transaction is a standard monthly bank fee. There is no indication of R&D activity based on the transaction description. Therefore, it does not me",No,No,Yes,Deductible under s 8-1 ITAA 1997 as a general business expense. The transaction description 'monthly fee' indicates it is an expense incurred in carrying on a business for the purpose of gaining or pr
FY2022-23,2022-11-14,197e66c8-c3b3-4ec6-b257-ed1e36e83a22,WESTPAC BANKING CORPORATION,679.91,Principle,Financial Services,95,Not Applicable,0,No,No,90,The transaction relates to a principal payment to Westpac Banking Corporation. There is no indication of R&D activity based on the transaction descrip,No,No,Yes,Requires loan agreement for verification.; Principal repayments are not deductible under s 8-1 ITAA 1997.
FY2022-23,2023-01-27,2f6b5ede-a2a3-4fb7-89ea-d1c293dfc196,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Applicable,0,No,No,95,The transaction description 'Loan repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,Documentation required to verify the loan agreement and repayment schedule.
FY2022-23,2022-12-01,bb126d83-0e76-4746-a458-98f2b553cde6,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,100,"The transaction is a standard monthly bank fee. There is no indication of R&D activity, technical uncertainty, systematic investigation, or generation",No,No,Yes,
FY2022-23,2023-02-01,fb672ab1-8609-4861-b731-c45a98752d37,Westpac Bank,10,monthly fee,Banking Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,The transaction description 'monthly fee' from Westpac Bank does not contain any information to suggest that it relates to R&D activities. There is no,No,No,Yes,
FY2022-23,2022-11-11,6fb65c35-30c0-4302-b310-c585f69bf1cd,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided information. Therefore, it does not mee",No,No,Yes,
FY2022-23,2023-04-21,441d10bf-83ec-4365-8bd0-5e61e2660233,Optus,47.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,47.2,Yes,No,95,The transaction relates to 'Optus mobile' services. There is no indication of R&D activity based on the provided information. It appears to be a stand,No,No,Yes,
FY2022-23,2023-05-09,2d2c2d48-06aa-4446-9716-cb5667b02ae9,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any information suggesting R&D activities. There is no indication of technical uncertain,No,No,Yes,Maintain loan documentation to support the deduction. s 8-1 ITAA 1997 allows a deduction for losses and outgoings to the extent they are incurred in gaining or producing assessable income or are neces
FY2022-23,2023-05-11,e411f482-4473-4b55-8c8d-b8a3328f997b,St George,833.39,Repayment,Finance Costs,95,s 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided information. It does not meet the crite,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal repayment is not deductible.
FY2022-23,2022-09-21,93d1dd04-3c22-40ae-9c93-f29ad17e8506,Westpac Bank,561,Principle payment,Finance Costs,95,Not Deductible,0,No,No,100,"The transaction description 'Principle payment' does not contain any evidence of technical uncertainty, systematic investigation, generation of new kn",No,No,Yes,Principal payments on loans are generally not deductible as they are considered capital in nature. Only the interest component is typically deductible under s 8-1 ITAA 1997 if the loan is used for inc
FY2022-23,2022-09-01,404e5287-5335-49de-8bbc-fb759e7c4b67,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,90,"The transaction description 'monthly fee' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowledg",No,No,Yes,
FY2022-23,2022-07-07,f9f872a8-7e55-451d-a5ee-0b0ecbfe21e2,WESTPAC BANKING CORPORATION,857.48,Principle,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,857.48,Yes,No,95,The transaction relates to a 'Principle' payment to Westpac Banking Corporation. There is no indication of R&D activity based on the provided informat,No,No,Yes,Requires documentation to support the loan and its purpose to ensure deductibility under s 8-1 ITAA 1997.
FY2022-23,2023-02-27,98719a16-c273-4ec7-b970-9daf95d1a6aa,Disaster Recovery QLD Pty Ltd,9538.13,October Management fee,Professional Services,90,Section 8-1 ITAA 1997 - general deduction,9538.13,Yes,No,95,The transaction description 'October Management fee' does not contain any indication of R&D activities as defined under Division 355 of the ITAA 1997.,No,No,Yes,Ensure invoice and contract support the management fee. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a busi
FY2022-23,2023-03-16,5c5eebae-a0b7-404e-9e3e-ebf96cb2d9b0,"PAYMENT BY AUTHORITY TO MERCEDES-BENZ FINANCIAL SERVICES AUSTRALMB Financial,CONTRACT 461644",1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,90,The transaction relates to a repayment under a finance contract for a motor vehicle. There is no indication of R&D activity based on the transaction d,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2022-23,2023-01-30,05118b3b-6ba5-4f7b-896e-8c9fc0377e8d,Westpac Bank,795.45,Principle,Finance Costs,95,Not Deductible,0,No,No,90,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided information. Therefore, it does no",No,No,Yes,Principal repayments are generally not deductible under s 8-1 ITAA 1997 as they are considered capital in nature. Documentation (loan agreement) is required to confirm the nature of the loan and repay
FY2022-23,2023-02-27,fae8ef7a-0e54-4758-ae19-247549f2d972,Westpac Bank,795.45,Principle,Finance Costs,95,Non-deductible,0,No,No,90,The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided information. The description 'Prin,No,No,Yes,Loan principal repayments are generally not tax deductible as they are considered capital in nature. s 8-1 ITAA 1997 allows for the deduction of expenses to the extent they are incurred in gaining or 
FY2022-23,2023-04-03,bb679807-2f93-4cf3-81f7-e798ac822d61,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a monthly bank fee. There is no indication of R&D activity based on the provided information. Therefore, it does not meet the crite",No,No,Yes,s 8-1 ITAA 1997 - general deduction: The monthly bank fee is incurred in gaining or producing assessable income or is necessarily incurred in carrying on a business for that purpose and is not capital
FY2022-23,2023-05-09,8218e336-7bf6-4497-addc-7d42004fa94f,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any information suggesting R&D activities. There is no indication of technical uncertain,No,No,Yes,Documentation required to support the loan and its purpose to ensure deductibility under s 8-1 ITAA 1997. The expense is deductible to the extent it was incurred in gaining or producing assessable inc
FY2022-23,2023-05-22,9cacacb0-2900-429f-bb34-fed83bb20ae1,Audible,23.31,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.31,Yes,No,60,The transaction is a subscription to Audible. There is no indication of R&D activity based on the transaction description. The description 'Subscripti,No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-producing activities. Requires documentation to support the business purpose.
FY2022-23,2023-04-27,edde3978-282e-4d90-ad70-e720ab00d7ac,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Deductible,0,No,No,95,The transaction description 'Loan repayment' does not contain any information suggesting R&D activities. There is no indication of technical uncertain,No,No,Yes,Loan agreements and repayment schedules should be retained as documentation.; Repayment of principal is not a deductible expense under s 8-1 ITAA 1997 as it is capital in nature.
FY2022-23,2022-12-21,3f7caced-90cf-42d7-a2d5-3627f4225231,Disaster Recovery QLD Pty Ltd,8671.36,December 2022 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,8671.36,Yes,No,90,"The transaction is for 'December 2022 Management Fee'. There is no indication of technical uncertainty, systematic investigation, generation of new kn",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997.
FY2022-23,2023-01-09,ce004dc9-14f6-40b7-9f1b-b83a21313324,WESTPAC BANKING CORPORATION,857.48,Principle,Finance Costs,95,Non-deductible,0,No,No,95,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided information. Therefore, it does no",No,No,Yes,Requires loan agreement for verification.; Principal repayments are generally not tax deductible.
FY2022-23,2022-10-21,70c7222c-7a17-49a7-9cf3-589d7ceb003d,Disaster Recovery QLD Pty Ltd,8671.36,October 2022 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,8671.36,Yes,No,90,The transaction description 'October 2022 Management Fee' does not contain any indication of R&D activities as defined under Division 355 of ITAA 1997,No,No,Yes,Ensure invoice and contract support the management fee. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2022-23,2023-02-21,087729f9-edea-4701-b9e8-566fec5826fc,Audible,22.6,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,22.6,Yes,No,60,The transaction description 'Subscription' from Audible does not provide any evidence of R&D activities as defined in Division 355 of ITAA 1997. There,No,No,Yes,Must relate to current income-earning activity
FY2022-23,2023-03-01,e852ef5e-cdb1-46e1-9ff8-ca8796a304f2,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a standard monthly bank fee. There is no indication of R&D activity based on the transaction description. Therefore, it does not me",No,No,Yes,Deductible under s 8-1 ITAA 1997 as a general business expense. Substantiation required via bank statement or receipt.
FY2022-23,2023-03-13,7c2f4c94-d37f-41df-810c-10f28da40ac4,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,90,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided information. Therefore, it does not mee",No,No,Yes,Documentation required to support the loan and repayment schedule.
FY2022-23,2022-12-21,9f0652c7-f355-4d43-b967-d5acbd8f9a23,BP Australia Pty Ltd,20.65,Monthly charge,Fuel,95,Section 8-1 ITAA 1997 - general deduction,20.65,Yes,No,95,"The transaction description 'Monthly charge' from BP Australia Pty Ltd does not contain any evidence of technical uncertainty, systematic investigatio",No,No,Yes,
FY2022-23,2022-11-21,3bd7cb9f-f267-407d-adda-8a037348f042,Audible,23.11,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.11,Yes,No,60,"The transaction is a subscription to Audible. There is no indication of R&D activity, technical uncertainty, systematic investigation, or generation o",No,No,Yes,Must relate to current income-earning activity
FY2022-23,2023-06-01,d2ecc3ad-a13d-4afd-94c1-d7b5af2014af,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a standard monthly bank fee. There is no indication of R&D activity based on the transaction description. Therefore, it does not me",No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2022-23,2023-01-21,b9e9e195-af24-4a75-85d4-28d878339277,Disaster Recovery QLD Pty Ltd,8671.36,January 2023 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,8671.36,Yes,No,90,"The transaction is for a 'Management Fee'. There is no indication of technical uncertainty, systematic investigation, generation of new knowledge, or ",No,No,Yes,Ensure invoice and contract support the management fee. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2022-23,2023-05-21,6356cce3-0160-4381-ba7e-b77e3697f36b,Disaster Recovery QLD Pty Ltd,4949.66,May 2023 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,4949.66,Yes,No,90,"The transaction description 'May 2023 Management Fee' does not contain any evidence of technical uncertainty, systematic investigation, generation of ",No,No,Yes,
FY2022-23,2023-04-11,9ba91dfe-64cd-476c-a6c8-f59937c45621,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,90,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided description. Therefore, it does not mee",No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense is deductible to the extent it is incurred in gaining or producing assessable income or is nec
FY2025-26,2025-09-01,5f09193d-d15f-433d-9509-eee3788abf66,Westpac Bank,10,monthly fee,Banking Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,90,"The transaction relates to a standard monthly bank fee. There is no indication of R&D activity based on the transaction description. Therefore, it doe",No,No,Yes,Receipt required for substantiation. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for that purpo
FY2022-23,2022-12-07,2fcc114c-5b2f-4738-9e75-ace630bdfa6b,WESTPAC BANKING CORPORATION,857.48,Principle,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,857.48,Yes,No,90,The transaction relates to a 'Principle' payment to WESTPAC BANKING CORPORATION. This does not indicate any R&D activity. There is no evidence of tech,No,No,Yes,Documentation required to support the deduction of interest expense. s 8-1 ITAA 1997 - general deduction allows for the deduction of expenses to the extent they are incurred in gaining or producing as
FY2025-26,2025-07-14,9f137396-b149-429e-ae38-ab8eb84dbc0d,phill,5000,CARSI,Unknown,50,Section 8-1 ITAA 1997 - general deduction,0,No,No,20,The transaction description 'CARSI' is insufficient to determine if the activity meets the criteria for R&D under Division 355 of the ITAA 1997. There,No,No,Yes,Requires detailed invoice or description to determine deductibility under s 8-1 ITAA 1997. Need to understand what 'CARSI' refers to.
FY2022-23,2023-02-13,f2f70e68-aae0-43b4-87ea-ebc06c02966d,WESTPAC BANKING CORPORATION,679.91,Principle,Finance Costs,95,s 8-1 ITAA 1997 - general deduction,679.91,Yes,No,5,The transaction description 'Principle' from WESTPAC BANKING CORPORATION does not contain any information suggesting R&D activities. It appears to be ,No,No,Yes,Documentation required to support the loan agreement and repayment schedule.
FY2022-23,2023-02-21,c91275e4-1491-4fbe-ada8-e6f2c93f8c9d,Disaster Recovery QLD Pty Ltd,8671.36,February 2023 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,8671.36,Yes,No,90,"The transaction is for 'February 2023 Management Fee'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or gen",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997.
FY2024-25,2025-03-03,b4fa8aa1-4ed0-43c9-9685-434a4b23fa73,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,100,The transaction is a standard monthly bank fee. There is no indication of R&D activity based on the provided information. It does not meet the criteri,No,No,Yes,
FY2024-25,2025-02-11,b0a8a657-74bf-4653-9416-1546038b6903,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction relates to a loan repayment. There is no indication of R&D activity based on the provided information. Therefore, it does not meet the",No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal repayment is not deductible.
FY2024-25,2025-01-02,2a22da27-1c8f-4689-b7aa-49c0bf9560cc,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a standard monthly bank fee. There is no indication of R&D activity, technical uncertainty, or systematic investigation. Therefore,",No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income. Substantiation is required to claim the deduction.
FY2024-25,2025-01-24,f26fb132-df76-4221-97ea-5e9e67461584,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2024-25,2025-01-09,476dab97-9234-4449-88df-2a1994c77600,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,95,"The transaction is a loan repayment. There is no indication of R&D activity based on the provided description. Therefore, it does not meet the criteri",No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. s 8-1 ITAA 1997 allows a deduction for losses and outgoings to the extent they are incurred in gaining or 
FY2022-23,2023-05-16,7fc7f308-f990-4df0-9f77-17135b9d0725,Mercedes Finance,1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,95,The transaction description 'from Mercedes Finance - Repayment' does not contain any information suggesting R&D activities. There is no indication of ,No,No,Yes,"Need to determine if the underlying asset (vehicle) is used for business purposes. If so, the repayment is deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income."
FY2024-25,2024-11-11,4b0f1193-c9d5-4dc6-b3d5-f70dc90f584c,St George,1068.21,Loan Repayment ,Loan Repayment,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,95,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,
FY2024-25,2024-11-11,42df71f2-f8e7-4b96-9aea-b9d31da3555c,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided information. Therefore, it does not mee",No,No,Yes,
FY2024-25,2024-10-23,990e839a-b157-4050-b8ba-46c8f2d5d417,Optus,51.2,Optus mobile,Communication,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2024-25,2024-09-11,a908fa15-eb9b-4dc2-9ae3-1731c87f4e8d,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,90,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided description. Therefore, it does not mee",No,No,Yes,
FY2024-25,2025-03-11,3b1e53a4-7a25-4839-b959-c23db12ec589,Resimac Asset Finance,825.39,Repayment - Resimac took over St George,Finance,95,Not Deductible,0,No,No,95,"The transaction is a loan repayment to Resimac Asset Finance. There is no indication of R&D activity based on the transaction description. Therefore, ",No,No,Yes,Need to determine the asset financed by the loan to assess deductibility of interest component under s 8-1 ITAA 1997. The principal portion of the loan repayment is not deductible as it is a capital e
FY2022-23,2023-03-21,3d5e4c82-962e-4015-adc1-9d7dd239017a,Audible,23.19,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.19,Yes,No,60,"The transaction description 'Subscription' from Audible does not provide any evidence of technical uncertainty, systematic investigation, generation o",No,No,Yes,Must relate to current income-earning activity
FY2024-25,2024-07-09,aca32ff7-03f1-4462-8fb0-6f645eb59462,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,95,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal component of the loan repayment is not deductible.
FY2022-23,2023-03-27,6deb1d25-9d44-4820-b81d-7f1c23b453c8,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Deductible,0,No,No,95,The transaction description 'Loan repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,Maintain loan documentation to support the repayment. Loan repayments are generally not deductible for tax purposes as they are considered capital in nature.
FY2022-23,2022-11-21,a1de6214-79ab-4b82-90be-580c4f4f7f8c,Disaster Recovery QLD Pty Ltd,8671.36,November 2022 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,8671.36,Yes,No,90,"The transaction description 'November 2022 Management Fee' does not contain any evidence of technical uncertainty, systematic investigation, generatio",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997.
FY2024-25,2024-07-11,488f6a37-f66f-48df-89c5-b3c96db93f49,St George,833.39,Repayment,Finance,95,s 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,The transaction description 'Repayment' from St George does not contain any information suggesting R&D activities. There is no indication of technical,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense is deductible to the extent it relates to income-producing activities.
FY2024-25,2024-07-23,617c1a0c-d0cb-4a04-b849-5c6be149f698,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,The transaction relates to 'Optus mobile' services. There is no indication of R&D activity based on the provided information. It appears to be a stand,No,No,Yes,
FY2024-25,2024-08-09,7fa61e98-ffc8-4607-86ee-a1f3e97330c9,St George,1068.21,Loan Repayment ,Loan Repayment,95,Not Deductible,0,No,No,95,"The transaction is a loan repayment. There is no indication of R&D activity based on the provided information. Therefore, it does not meet the criteri",No,No,Yes,Loan repayments are generally not deductible under s 8-1 ITAA 1997 as they are considered capital in nature. Documentation of the loan agreement is required.
FY2024-25,2024-11-21,118f21b0-7cfe-4671-963f-f5c7add9926a,Disaster Recovery QLD Pty Ltd,2091.76,November 2024 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,90,The transaction description 'November 2024 Management Fee' does not contain any indication of R&D activities as defined under Division 355 of ITAA 199,No,No,Yes,Ensure invoice and contract support the management fee. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2024-25,2025-06-21,92dfc75b-dd09-49e1-8065-25572d874b40,Disaster Recovery QLD Pty Ltd,2091.76,June 2025 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,90,"The transaction is for a 'Management Fee' which does not indicate any R&D activity. There is no evidence of technical uncertainty, systematic investig",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to satisfy s 8-1 ITAA 1997 requirements.
FY2023-24,2024-05-13,95b14b9b-90c3-4200-b3ba-08f1320593e8,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided information. Therefore, it does not mee",No,No,Yes,Requires loan agreement and repayment schedule to verify the nature of the repayment. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily 
FY2023-24,2024-06-27,f1b943b8-351f-4c0d-b9a9-f73caddff4a9,Disaster Recovery QLD Pty Ltd,2091.76,Management fee,Professional Services,90,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,95,"The transaction description 'Management fee' does not provide any evidence of technical uncertainty, systematic investigation, generation of new knowl",No,No,Yes,Deductible under s 8-1 ITAA 1997 if incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for that purpose. Requires documentation to substantiate the ex
FY2023-24,2023-07-03,0a92735b-3106-4dd4-b0fc-6717a1683f6c,Westpac Bank,10,monthly fee,Banking Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction description 'monthly fee' from Westpac Bank does not contain any evidence of technical uncertainty, systematic investigation, generati",No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is a cost incurred in carrying on a business for the purpose of gaining or producing assessable income. The transaction description 'monthly fee' indicates a reg
FY2023-24,2023-08-16,eaa43944-d3eb-4a19-8d08-e4dd15cec3b7,Mercedes Finance,1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,95,"The transaction relates to a 'Repayment' to 'Mercedes Finance'. There is no indication of R&D activity. Therefore, it does not meet the criteria for D",No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2023-24,2024-01-11,5d5719be-6f37-416b-b822-262bb371c67e,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided description. Therefore, it does not mee",No,No,Yes,
FY2023-24,2023-12-01,9841b172-45ed-493d-8004-3120cfea2ec7,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,The transaction description 'monthly fee' does not contain any evidence of R&D activities as defined in Division 355 of the ITAA 1997. There is no ind,No,No,Yes,Deductible under s 8-1 ITAA 1997 as a general business expense. The transaction 'monthly fee' is a standard business expense. Receipts should be retained for verification.
FY2023-24,2024-04-23,402cdb71-90e5-44e8-80a9-67884c6a6aee,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2023-24,2024-06-10,6cef8b28-bb16-4b12-a75e-a36d5e1a22ae,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,100,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,
FY2023-24,2023-11-21,a6220e1e-5190-4bf5-805d-0acf6dba046f,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,90,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
